time (hr),oxidation,excitation,log10-oxidation,log10-excitation,log10-inactivation
9.389121338912135,0.9999999717547465,0.9246705420512104,7.549054523604605,1.1230351576264426,10.399066067113129
9.439330543933055,0.9999999742215658,0.9246071332271314,7.588743466118495,1.122669742561661,10.43875500962702
9.489539748953975,0.9999999764789619,0.9245437330325383,7.628543514287091,1.1223046843660733,10.478555057795614
9.539748953974897,0.9999999785244995,0.924480341466791,7.6680567060954585,1.1219399823948175,10.518068249603981
9.589958158995817,0.9999999803897359,0.9244169585292364,7.707516557918452,1.121575636004706,10.557528101426975
9.640167364016737,0.9999999820935027,0.9243535842192009,7.746989358795989,1.121211644554175,10.597000902304512
9.690376569037657,0.9999999836545287,0.9242902185359921,7.786602552337,1.1208480074032914,10.636614095845523
9.740585774058578,0.9999999850802348,0.9242268614788975,7.8262380114934755,1.1204847239137343,10.676249555001998
9.790794979079498,0.9999999863766681,0.9241635130471866,7.865716662477119,1.1201217934488064,10.715728205985643
9.841004184100418,0.9999999875614439,0.9241001732401134,7.9052300316612865,1.1197592153734413,10.75524157516981
9.891213389121338,0.9999999886456241,0.9240368420569149,7.944836732655527,1.1193969890541873,10.79484827616405
9.94142259414226,0.9999999896396831,0.9239735194968101,7.984626958665838,1.119035113859196,10.83463850217436
9.99163179916318,0.9999999905448688,0.9239102055589979,8.024332438939922,1.1186735891582094,10.874343982448446
10.0418410041841,0.9999999913720186,0.923846900242666,8.064090797776172,1.1183124143225964,10.914102341284696
10.09205020920502,0.9999999921277355,0.9237836035469834,8.103900322100477,1.1179515887253129,10.953911865609001
10.142259414225942,0.9999999928180701,0.9237203154711046,8.14375883576977,1.1175911117409143,10.993770379278294
10.192468619246863,0.9999999934482368,0.9236570360141666,8.18364180479108,1.1172309827455367,11.033653348299604
10.242677824267783,0.9999999940228717,0.9235937651752913,8.223507418392067,1.116871201116901,11.073518961900591
10.292887029288703,0.9999999945469304,0.9235305029535876,8.26335896304589,1.116511766234322,11.113370506554414
10.343096234309625,0.9999999950248977,0.9234672493481485,8.303197982065239,1.1161526774786863,11.153209525573763
10.393305439330545,0.9999999954611563,0.9234040043580528,8.343054768066704,1.1157939342324548,11.193066311575228
10.443514644351465,0.9999999958539165,0.9233407679823599,8.382361958142676,1.1154355358796286,11.2323735016512
10.493723849372385,0.9999999962087996,0.9232775402201221,8.4212232637965,1.1150774818058138,11.271234807305024
10.543933054393307,0.9999999965294762,0.9232143210703763,8.459604978314246,1.1147197713981674,11.30961652182277
10.594142259414227,0.9999999968195769,0.9231511105321459,8.497515094415096,1.1143624040454039,11.34752663792362
10.644351464435147,0.9999999970830851,0.9230879086044417,8.535076236350129,1.1140053791377933,11.385087779858653
10.694560669456067,0.9999999973244558,0.923024715286262,8.572587865114997,1.1136486960671588,11.42259940862352
10.744769874476988,0.9999999975487337,0.9229615305765926,8.610609505233167,1.1132923542268693,11.460621048741691
10.794979079497908,0.9999999977534457,0.9228983544744014,8.648483084545976,1.112936353011803,11.4984946280545
10.845188284518828,0.9999999979205432,0.9228351869786323,8.682050091477295,1.1125806918183103,11.53206163498582
10.895397489539748,0.9999999980686922,0.9227720280882451,8.714148509926591,1.11222537004443,11.564160053435115
10.94560669456067,0.9999999982009924,0.9227088778021763,8.74496699964611,1.1118703870896658,11.594978543154633
10.99581589958159,0.9999999983210655,0.9226457361193509,8.774966234448481,1.111515742355046,11.624977777957005
11.04602510460251,0.9999999984331506,0.9225826030386837,8.804972736613117,1.1111614352431252,11.65498428012164
11.09623430962343,0.9999999985421971,0.9225194785590783,8.836301196597754,1.1108074651579747,11.686312740106278
11.146443514644352,0.9999999986539588,0.9224563626794293,8.870941657416505,1.110453831505187,11.72095320092503
11.196652719665272,0.9999999987466843,0.9223932553985937,8.901939529183128,1.110100533691714,11.751951072691652
11.246861924686192,0.9999999988175988,0.9223301567154366,8.927235146649787,1.1097475711261147,11.77724669015831
11.297071129707115,0.9999999988820808,0.9222670666288295,8.951589584234748,1.1093949432185415,11.801601127743272
11.347280334728035,0.9999999989421822,0.922203985137621,8.97558911565842,1.1090426493805712,11.825600659166945
11.397489539748955,0.9999999990002141,0.9221409122406506,9.000092983403729,1.1086906890252763,11.850104526912252
11.447698744769875,0.9999999990587862,0.9220778479367489,9.02631172604677,1.1083390615672206,11.876323269555293
11.497907949790797,0.9999999991208458,0.9220147922247363,9.055934947813244,1.1079877664224491,11.905946491321767
11.548117154811717,0.9999999991897168,0.9219517451034253,9.091363179434452,1.1076368030084927,11.941374722942976
11.598326359832637,0.999999999240251,0.9218887065715782,9.119329839178627,1.1072861707441293,11.969341382687151
11.648535564853557,0.9999999992879303,0.9218256766280066,9.147477471675504,1.1069358690499322,11.997489015184028
11.698744769874478,0.9999999993342163,0.921762655271493,9.176666873964358,1.1065858973478282,12.026678417472882
11.748953974895398,0.9999999993794125,0.92169964250081,9.20719699709525,1.1062362550612004,12.057208540603774
11.799163179916318,0.9999999994237677,0.9216366383147213,9.239402413500285,1.105886941614887,12.089413957008809
11.849372384937238,0.9999999994674812,0.9215736427119829,9.27366504975298,1.1055379564351857,12.123676593261504
11.89958158995816,0.9999999995107081,0.9215106556913422,9.310431937955725,1.1051892989498393,12.160443481464249
11.94979079497908,0.9999999995529703,0.9214476772515332,9.349663576791942,1.1048409685880098,12.199675120300466
12.0,0.9999999995927281,0.9213847073912702,9.390115571572078,1.104492964780233,12.240127115080602
